kappa,trial,c,eps,n_outer,total_inner,converged,rp,rs,f_rel,lam_rel,cpu
10.0,6,0.1,1e-06,24,667,True,7.2747051362612e-07,4.576718490059069e-13,5.406660881979156e-09,1.6423430562793402e-08,0.005998134613037109
10.0,6,1.0,1e-06,7,274,True,6.11797407123652e-07,3.201286062580185e-11,5.065556216395934e-09,1.3770605559458682e-08,0.0020003318786621094
10.0,6,10.0,1e-06,4,197,True,1.1959550713736536e-07,7.893482982086565e-10,1.393544982944916e-09,2.617371033347107e-09,0.0018804073333740234
10.0,6,100.0,1e-06,3,162,True,2.1603427103564457e-08,9.130525434546427e-09,4.550843194731086e-11,2.554421765685424e-10,0.0
10.0,6,1000.0,1e-06,3,174,True,1.737592967409129e-09,9.554109298901287e-08,1.8251000060962963e-11,6.356568777870851e-10,0.0033180713653564453
10.0,6,10000.0,1e-06,4,291,True,8.832124137920381e-12,3.025970022570573e-09,4.129638282187128e-14,6.078415609058874e-11,0.002077817916870117
10.0,7,0.0001,0.01,500,4000,False,23.394993229278754,0.0001532697981287816,0.24265630771654645,0.24785095908979904,0.04178953170776367
10.0,7,0.001,0.01,500,3999,False,0.014524272476419285,5.992605437664068e-07,7.881972124772586e-05,0.00022635821796884592,0.041357994079589844
10.0,7,0.01,0.01,123,861,True,9.21172803768793e-07,7.175339045209826e-10,4.150628845957187e-09,1.519011706312484e-08,0.009282827377319336
10.0,7,0.1,0.01,19,171,True,7.324486393766724e-07,1.1984719290182459e-08,3.5712907437956985e-09,1.1845351464897455e-08,0.0019979476928710938
10.0,7,1.0,0.01,8,133,True,5.8418800942792375e-08,6.932430441096021e-08,3.330134240314526e-11,1.7464024696572186e-09,0.00104522705078125
10.0,7,10.0,0.01,8,156,True,9.074558978977739e-08,1.3721356350273375e-07,5.730736274903314e-11,1.3919656432214482e-09,0.0
10.0,7,100.0,0.01,9,186,True,3.3768707996343693e-10,1.5679331223357565e-07,1.1573374500736693e-12,1.0805556268734517e-09,0.0031986236572265625
10.0,7,1000.0,0.01,9,193,True,3.8056428048657257e-10,7.351407365592192e-07,1.7409230790150068e-12,1.099978515169331e-08,0.0021326541900634766
10.0,7,10000.0,0.01,10,242,True,1.1749903198596732e-11,1.352396102199354e-07,2.9331875016516964e-14,2.8126248700228283e-09,0.001999378204345703
10.0,7,0.0001,0.0001,500,7500,False,23.394982859500313,1.3252756463133886e-06,0.2426567237322253,0.2478507607948846,0.06707000732421875
10.0,7,0.001,0.0001,500,7065,False,0.014524997328247906,9.99343832017005e-09,7.881970794919627e-05,0.00022637635529074507,0.06477832794189453
10.0,7,0.01,0.0001,123,1722,True,9.251602990818618e-07,5.11962650582231e-12,4.15372157851312e-09,1.528035423195638e-08,0.01639580726623535
10.0,7,0.1,0.0001,19,355,True,6.835840506971982e-07,7.699312338235056e-11,3.4788553240687918e-09,1.0821844888056137e-08,0.0023887157440185547
10.0,7,1.0,0.0001,7,191,True,9.453922328768676e-08,1.0427512005085191e-09,5.433901090704373e-10,1.4682519446411596e-09,0.0020835399627685547
10.0,7,10.0,0.0001,4,120,True,5.077275230717262e-08,5.761302813203803e-08,2.8469568755554516e-10,9.42647571268795e-10,0.0010123252868652344
10.0,7,100.0,0.0001,4,147,True,5.121572188333227e-08,9.511633086022752e-08,1.9772396535700434e-11,1.8102484838866379e-09,0.0009937286376953125
10.0,7,1000.0,0.0001,4,173,True,2.059148741031009e-07,3.9850688143761423e-07,1.1069558007967443e-09,7.797014221682032e-09,0.0009877681732177734
10.0,7,10000.0,0.0001,5,200,True,1.568703956473665e-11,8.80434101911744e-07,1.3563872840007844e-15,7.0800538669582425e-09,0.0010962486267089844
10.0,7,0.0001,1e-06,500,10760,False,23.39498259552025,1.932074759036339e-08,0.2426567227897679,0.24785075576221818,0.09008431434631348
10.0,7,0.001,1e-06,500,10500,False,0.01452499245761088,1.0622405785606401e-10,7.881969132175321e-05,0.00022637624938591765,0.0868997573852539
10.0,7,0.01,1e-06,123,2544,True,9.251165474346183e-07,4.38869367664159e-14,4.153701741349092e-09,1.5279364693551313e-08,0.02035808563232422
10.0,7,0.1,1e-06,19,509,True,6.840028667227361e-07,7.736782743651733e-13,3.4793834673674998e-09,1.083003959743849e-08,0.0045490264892578125
10.0,7,1.0,1e-06,7,261,True,9.382409549564675e-08,1.086166893868294e-11,5.389947360766328e-10,1.4565578857440605e-09,0.002043485641479492
10.0,7,10.0,1e-06,4,183,True,5.2967744700546334e-08,6.131522322916266e-10,3.815597117647142e-10,8.009619234176547e-10,0.001988649368286133
10.0,7,100.0,1e-06,3,155,True,1.9053176361688007e-08,3.028480777877578e-08,2.311928215897237e-11,4.5827256389537697e-10,0.0010001659393310547
10.0,7,1000.0,1e-06,3,169,True,1.8332276767515584e-09,2.281695936244072e-07,7.300754556134222e-13,2.9523410309409146e-09,0.0010089874267578125
10.0,7,10000.0,1e-06,4,286,True,1.0502751294841436e-11,3.0867124402564716e-09,4.781265176102765e-14,6.087124112621233e-11,0.0023844242095947266
10.0,8,0.0001,0.01,500,4000,False,16.674320508562992,8.876907302631188e-05,0.32676296916617026,0.3089395931116551,0.04264116287231445
10.0,8,0.001,0.01,500,3699,False,0.05270860162085018,3.1834815002276324e-06,0.0006801800397453654,0.001360085116298646,0.04116249084472656
10.0,8,0.01,0.01,151,1057,True,9.644763420166687e-07,5.868376883042729e-10,1.1540053163238657e-08,2.5030679888226907e-08,0.011302709579467773
10.0,8,0.1,0.01,22,216,True,6.907450688175386e-07,5.543691322863193e-09,8.468812738007097e-09,1.7917444203928327e-08,0.001998424530029297
10.0,8,1.0,0.01,8,138,True,9.626852023537016e-08,4.3829885242926e-08,1.1591418937842135e-09,2.2712505853707713e-09,0.0012400150299072266
10.0,8,10.0,0.01,8,153,True,3.4414481798950246e-08,4.929086112342165e-08,1.7563120890562256e-10,4.852274172604524e-10,0.0020058155059814453
10.0,8,100.0,0.01,9,183,True,1.2843035457699248e-09,8.215902704943277e-08,1.9163188379091834e-11,6.546699603197785e-10,0.0014116764068603516
10.0,8,1000.0,0.01,9,203,True,5.699952312926368e-10,3.8542366002919983e-07,1.652221458107319e-12,9.470585100894694e-09,0.0011484622955322266
10.0,8,10000.0,0.01,10,249,True,4.586128087648338e-11,1.8087198701621148e-07,3.146441741018185e-14,5.174366009740939e-09,0.002452850341796875
10.0,8,0.0001,0.0001,500,7500,False,16.674371763876632,8.600343818676388e-07,0.3267643846520917,0.3089399550608295,0.0666053295135498
10.0,8,0.001,0.0001,500,7062,False,0.05270990682103266,2.6972232254340948e-08,0.0006802013159776273,0.0013601156589360631,0.06399226188659668
10.0,8,0.01,0.0001,151,2114,True,9.647124773530354e-07,4.3462329501903225e-12,1.1544988549517751e-08,2.5036691524900807e-08,0.018030166625976562
10.0,8,0.1,0.0001,22,400,True,6.897585601379953e-07,6.109787205548393e-11,8.407676695890968e-09,1.7890850157462922e-08,0.002998828887939453
10.0,8,1.0,0.0001,7,192,True,3.326667633257846e-07,1.1892910707203582e-09,4.338255244572641e-09,8.585032643078882e-09,0.0020067691802978516
10.0,8,10.0,0.0001,4,117,True,1.7455653667841932e-07,7.591163230318969e-08,2.3497941566097907e-09,3.552325014858191e-09,0.000993490219116211
10.0,8,100.0,0.0001,4,149,True,1.0195553640929533e-07,1.4699909662760624e-07,1.3184161328908453e-09,3.78789823868715e-09,0.0010013580322265625
10.0,8,1000.0,0.0001,4,171,True,2.0904831976696043e-07,4.770933899931815e-07,6.055707419951002e-10,8.016878459757945e-09,0.0009982585906982422
10.0,8,10000.0,0.0001,5,200,True,4.290155267711239e-11,4.6656339495943294e-07,3.1305963509555037e-13,5.701020131252247e-09,0.001999378204345703
10.0,8,0.0001,1e-06,500,10979,False,16.674371774114572,1.3269317208151577e-08,0.32676437532462493,0.30893995524726775,0.09210896492004395
10.0,8,0.001,1e-06,500,10538,False,0.05270989268025704,2.1753388684012018e-10,0.0006802010610121721,0.0013601153233260682,0.08714008331298828
10.0,8,0.01,1e-06,151,3054,True,9.647132915291464e-07,6.725528205096521e-14,1.1544938523357697e-08,2.503671493060038e-08,0.02575850486755371
10.0,8,0.1,1e-06,22,589,True,6.898491752185742e-07,7.619696878470003e-13,8.408224267298991e-09,1.7893262557891178e-08,0.0042035579681396484
10.0,8,1.0,1e-06,7,268,True,3.3183964572567427e-07,1.906456692512049e-11,4.3260844004654965e-09,8.563105407120112e-09,0.0026116371154785156
10.0,8,10.0,1e-06,4,186,True,9.541808921098916e-08,3.5698579887597645e-10,1.3831262159169696e-09,2.4293952796271913e-09,0.0009989738464355469
10.0,8,100.0,1e-06,3,158,True,2.206623711911276e-08,1.2912733351429288e-08,3.480163764755472e-10,5.009700200068793e-10,0.0020003318786621094
10.0,8,1000.0,1e-06,3,183,True,1.0696156883281585e-09,2.5114051755505603e-08,5.4510405442776195e-12,4.031965527569913e-10,0.0009999275207519531
10.0,8,10000.0,1e-06,4,288,True,1.2017581344446787e-11,2.9013607576331555e-09,1.4260851056413358e-14,7.644946902230007e-11,0.002000093460083008
10.0,9,0.0001,0.01,500,3999,False,22.123467759343654,0.00016820321947288473,0.27280432698459367,0.20757265828855753,0.041983604431152344
10.0,9,0.001,0.01,500,3935,False,0.020512685381728374,8.081987537289832e-07,7.314983803316031e-05,0.00039944234726769893,0.04261326789855957
10.0,9,0.01,0.01,145,1107,True,9.233333856539747e-07,3.275880180179614e-10,1.328306748475909e-09,1.976758848676397e-08,0.011546134948730469
10.0,9,0.1,0.01,21,201,True,6.513593050671327e-07,6.400083731497482e-09,1.2800704183517625e-09,1.3848390380823672e-08,0.002000570297241211
10.0,9,1.0,0.01,8,129,True,1.9785780955441458e-07,9.299535418168397e-08,4.884827025534937e-10,2.742672654914779e-09,0.0009996891021728516
10.0,9,10.0,0.01,8,150,True,1.1205778788681482e-07,1.9044815105026053e-07,1.1358232330080038e-10,2.3688316413993723e-09,0.0016224384307861328
10.0,9,100.0,0.01,8,164,True,3.783234599091219e-08,8.000837117200396e-07,2.408381080049375e-10,6.9365220908958725e-09,0.0
10.0,9,1000.0,0.01,10,215,True,4.716991484236624e-10,1.6071860723895101e-07,4.583153181358893e-13,2.5900238255469017e-09,0.0038928985595703125
10.0,9,10000.0,0.01,11,243,True,3.1928099714123855e-11,1.3788043148215253e-07,1.0721166282958831e-13,9.698486382213415e-10,0.0020058155059814453
10.0,9,0.0001,0.0001,500,7499,False,22.123508174842016,1.3197304632039114e-06,0.2728052423288263,0.20757296835646194,0.06645727157592773
10.0,9,0.001,0.0001,500,7499,False,0.020515604242319983,6.100015356610659e-09,7.315193633465284e-05,0.00039951782626492156,0.06659197807312012
10.0,9,0.01,0.0001,145,2030,True,9.206666176648634e-07,4.673780406739671e-12,1.324646042115062e-09,1.9710453242019145e-08,0.016992568969726562
10.0,9,0.1,0.0001,21,392,True,6.15403696429236e-07,7.089273647435778e-11,1.2199180838288912e-09,1.3057866928674473e-08,0.0039997100830078125
10.0,9,1.0,0.0001,7,188,True,1.353211087937126e-07,6.552409469589755e-10,5.031325074179694e-10,2.6614529172775194e-09,0.0009999275207519531
10.0,9,10.0,0.0001,4,115,True,7.063499997510786e-08,1.0034230643408914e-07,3.480788517557273e-10,1.7844913974032455e-09,0.0010001659393310547
10.0,9,100.0,0.0001,4,147,True,2.83502259157514e-08,2.103450993901113e-07,1.6866934296879173e-14,3.6586171479020953e-09,0.0010037422180175781
10.0,9,1000.0,0.0001,4,169,True,5.572700412504502e-08,2.6769453823620036e-07,8.176895874319014e-11,3.364910787493219e-09,0.0009965896606445312
10.0,9,10000.0,0.0001,6,279,True,5.765682846274789e-12,3.4486024013634325e-09,1.279560532866696e-14,6.576336641061197e-11,0.003000497817993164
10.0,9,0.0001,1e-06,500,10848,False,22.123508389191695,2.222576214159235e-08,0.27280524080410756,0.20757298173780703,0.09166884422302246
10.0,9,0.001,1e-06,500,10500,False,0.020515671587738708,1.0380815618120026e-10,7.315206618872092e-05,0.00039951934266649705,0.0869286060333252
10.0,9,0.01,1e-06,145,3042,True,9.206651100293898e-07,3.844947742478574e-14,1.3246472053519102e-09,1.9710418116088383e-08,0.02500629425048828
10.0,9,0.1,1e-06,21,572,True,6.150244848533592e-07,4.720279530392371e-13,1.2191705102812042e-09,1.3049711135561801e-08,0.004999399185180664
10.0,9,1.0,1e-06,7,260,True,1.3160078998159243e-07,7.096307555147273e-12,4.939413853358262e-10,2.5775798729035203e-09,0.0019943714141845703
10.0,9,10.0,1e-06,4,183,True,4.6926742285251756e-08,3.9555959726113127e-10,2.9286271279760123e-10,8.228338094627353e-10,0.0020062923431396484
10.0,9,100.0,1e-06,3,154,True,1.781347837395567e-08,1.9401779906746665e-08,8.484882217123867e-11,3.85372226190604e-10,0.0009927749633789062
10.0,9,1000.0,1e-06,3,172,True,1.1697266372547176e-09,7.160556172944637e-08,2.2140274674754043e-12,5.910617769908965e-10,0.001010894775390625
10.0,9,10000.0,1e-06,4,283,True,1.3156251289070457e-11,2.775530438247223e-09,8.026334251618366e-14,5.813221025874812e-11,0.0019958019256591797
10.0,10,0.0001,0.01,500,4000,False,27.773114487607057,0.00020313672759177627,1.2662429052650808,0.1766061927372932,0.04222464561462402
10.0,10,0.001,0.01,500,4000,False,0.01667227959093883,6.767046088526691e-07,0.00012296132257194918,0.0002597657999340916,0.04190421104431152
10.0,10,0.01,0.01,143,1141,True,9.305068709561593e-07,3.312191094044948e-10,3.444722304038933e-09,1.5300065798627465e-08,0.012215137481689453
10.0,10,0.1,0.01,21,203,True,5.699238848574681e-07,5.370988267587617e-09,2.5849857690191567e-09,9.311013983278237e-09,0.002004384994506836
10.0,10,1.0,0.01,8,136,True,1.9437225280027202e-07,9.184098331171551e-08,2.9421352465344006e-10,3.2348959496713397e-09,0.0010068416595458984
10.0,10,10.0,0.01,8,164,True,1.2652450487368344e-08,2.2276707430676457e-08,8.189701311303193e-11,1.7392651781077016e-10,0.0009937286376953125
10.0,10,100.0,0.01,9,187,True,7.069849069866497e-10,6.765704672828683e-07,6.802460326223486e-12,7.971768257648999e-09,0.0020058155059814453
10.0,10,1000.0,0.01,9,218,True,1.783534279411812e-10,4.220330961124111e-07,1.2774819875748944e-12,3.92320224894794e-09,0.002668619155883789
10.0,10,10000.0,0.01,10,246,True,2.0893879914175157e-11,1.4185723887803537e-07,2.810294573574881e-13,7.849031445727657e-10,0.0010099411010742188
10.0,10,0.0001,0.0001,500,7500,False,27.773097327256583,1.3186914249694004e-06,1.266241735114652,0.1766065115427968,0.07006359100341797
10.0,10,0.001,0.0001,500,7266,False,0.016673091352953504,6.101779912538145e-09,0.00012296667395477205,0.0002597846080843661,0.08283567428588867
10.0,10,0.01,0.0001,143,2002,True,9.304531226834637e-07,4.549244547056366e-12,3.4435879619322936e-09,1.5299335073697016e-08,0.024573564529418945
10.0,10,0.1,0.0001,21,393,True,5.221543378109038e-07,4.4769792662081644e-11,2.3079736236096163e-09,8.533362893130405e-09,0.0034012794494628906
10.0,10,1.0,0.0001,7,194,True,1.0830211969597478e-07,5.671857544389433e-10,9.717161350018013e-10,1.6840571699730702e-09,0.00099945068359375
10.0,10,10.0,0.0001,4,116,True,1.2914770359779164e-07,2.089326650943022e-07,2.095221060462807e-09,2.1481073980208144e-09,0.0013136863708496094
10.0,10,100.0,0.0001,4,155,True,3.83157358914735e-08,3.405242515385232e-07,1.3449014241590438e-10,4.015560385034749e-09,0.001402139663696289
10.0,10,1000.0,0.0001,4,181,True,1.8881403756485196e-08,1.524482583085874e-07,1.3830683746508986e-11,1.684143413852804e-09,0.001013040542602539
10.0,10,10000.0,0.0001,5,209,True,3.700813629932913e-11,7.808147264166748e-07,6.051666780854464e-14,6.825715571650743e-09,0.0018744468688964844
10.0,10,0.0001,1e-06,500,10981,False,27.77309715969402,1.3698324085159331e-08,1.2662417300603268,0.17660651007511569,0.08928966522216797
10.0,10,0.001,1e-06,500,10635,False,0.016673090128458,9.019235432552574e-11,0.00012296653595438657,0.00025978463216767996,0.08911991119384766
10.0,10,0.01,1e-06,143,3003,True,9.30426794045554e-07,4.727164849473613e-14,3.4434832321738487e-09,1.5298899591954194e-08,0.025257110595703125
10.0,10,0.1,1e-06,21,578,True,5.219283298025665e-07,6.198640814792234e-13,2.307167563700952e-09,8.529575936977294e-09,0.004001140594482422
10.0,10,1.0,1e-06,7,267,True,1.0761243858128603e-07,8.135539151099705e-12,9.602301267181029e-10,1.6747316014772482e-09,0.0019948482513427734
10.0,10,10.0,1e-06,4,194,True,3.7975825389592535e-08,4.974948065167451e-10,8.62749104483013e-10,5.079350903320229e-10,0.0020020008087158203
10.0,10,100.0,1e-06,3,162,True,3.164426650368209e-08,1.3653878402893541e-08,2.0720382027194377e-10,4.713219928613317e-10,0.0009984970092773438
10.0,10,1000.0,1e-06,3,174,True,2.095477114835837e-09,1.2456154678341944e-07,9.070591875869762e-12,5.837166436115221e-10,0.001003265380859375
10.0,10,10000.0,1e-06,3,189,True,3.747489106500233e-10,3.474006146017904e-07,3.5597064598615164e-12,2.2174031271658835e-09,0.000990152359008789
10.0,11,0.0001,0.01,500,4000,False,17.786766572176948,0.00011839120278964223,0.4492913969332062,0.184351764876232,0.04231524467468262
10.0,11,0.001,0.01,500,4000,False,0.02364855986983707,8.700388385483198e-07,0.0001614448414760449,0.000535975389716381,0.04391837120056152
10.0,11,0.01,0.01,145,1148,True,9.662765762428826e-07,3.453224857228343e-10,4.524662030990024e-09,2.2635379686222487e-08,0.009869575500488281
10.0,11,0.1,0.01,21,205,True,7.380594567499252e-07,7.3033940321988515e-09,3.815276788315617e-09,1.7241728011145437e-08,0.004369020462036133
10.0,11,1.0,0.01,8,133,True,8.900271483444223e-08,6.250601683243473e-08,2.096147311807282e-11,1.8699705970225167e-09,0.000988006591796875
10.0,11,10.0,0.01,8,165,True,3.481399494561138e-08,4.239444233148832e-08,1.681898213429155e-11,6.020111000046327e-10,0.0020017623901367188
10.0,11,100.0,0.01,8,158,True,3.6093063816979736e-08,9.133264295538801e-07,3.189670732785942e-10,8.983460533048194e-09,0.0011146068572998047
10.0,11,1000.0,0.01,10,218,True,9.064631925470332e-10,1.612345090674844e-07,2.1386268869592113e-12,2.6341819951437532e-09,0.0019855499267578125
10.0,11,10000.0,0.01,10,248,True,2.2842606947485593e-11,1.7782593501162147e-07,1.2664998002856446e-13,4.638598182659497e-09,0.0022096633911132812
10.0,11,0.0001,0.0001,500,7500,False,17.78673854008527,1.1115293298341147e-06,0.4492919082116038,0.18435108158494487,0.06568312644958496
10.0,11,0.001,0.0001,500,7440,False,0.02365009046326097,7.500021001962457e-09,0.00016144864751977927,0.0005360165384762184,0.06711339950561523
10.0,11,0.01,0.0001,145,2030,True,9.660232555863604e-07,6.226840283356868e-12,4.52462214300699e-09,2.262937112009995e-08,0.01909017562866211
10.0,11,0.1,0.0001,21,394,True,7.110828258594506e-07,6.911492643788691e-11,3.723918208326934e-09,1.6599797093067157e-08,0.0033652782440185547
10.0,11,1.0,0.0001,7,194,True,1.4928855839331617e-07,7.82158137827724e-10,1.0522078087214772e-09,3.385789230090723e-09,0.000993967056274414
10.0,11,10.0,0.0001,4,118,True,9.36203493112806e-08,4.1600047341938996e-08,3.998635085647398e-10,1.2784542643070668e-09,0.0014500617980957031
10.0,11,100.0,0.0001,4,147,True,3.3896560753292176e-08,9.387444910840616e-08,1.2987121635334792e-10,1.3014312754365095e-09,0.001111745834350586
10.0,11,1000.0,0.0001,4,178,True,2.9466353141496345e-08,2.211016251211282e-07,4.134085211085421e-11,4.521723463409616e-09,0.001008749008178711
10.0,11,10000.0,0.0001,6,293,True,5.8788442892542615e-12,2.300945069127638e-09,2.7493412034670578e-14,4.940295570168118e-11,0.001947164535522461
10.0,11,0.0001,1e-06,500,11000,False,17.786738619102994,1.1181899187705724e-08,0.4492919106604285,0.18435108074080928,0.09337353706359863
10.0,11,0.001,1e-06,500,10662,False,0.02365010135690277,1.1368537080656209e-10,0.00016144865000432737,0.0005360168056444736,0.09112429618835449
10.0,11,0.01,1e-06,145,3044,True,9.660114098087847e-07,4.881671596364202e-14,4.5246000581350276e-09,2.2629092150615524e-08,0.025504112243652344
10.0,11,0.1,1e-06,21,577,True,7.109327650054593e-07,5.355495990796772e-13,3.7233020854703538e-09,1.6596330015625377e-08,0.0039064884185791016
10.0,11,1.0,1e-06,7,267,True,1.5055931423139873e-07,8.734380577834024e-12,1.0552084216824743e-09,3.4177519346084724e-09,0.0009992122650146484
10.0,11,10.0,1e-06,4,193,True,4.649182875638617e-08,2.686292605583906e-10,4.96636262521726e-10,9.979826227701615e-10,0.000682830810546875
